persnr,year,employment,chld6,chld16,age,income,husworkhour,husemployment,region,edu,husedu
166103,2008,[1] Employed       1,0,1,43,36405,2858,1,0,12,11
166103,2009,[1] Employed       1,0,1,44,37105,2286,1,0,12,11
166103,2010,[1] Employed       1,0,1,45,55028,2598,1,0,12,11
166103,2011,[1] Employed       1,0,1,46,38005,2286,1,0,12,11
166103,2012,[1] Employed       1,0,1,47,44161,2598,1,0,12,11
167402,2008,[1] Employed       1,0,1,49,30092,2858,1,0,13,11.5
167402,2009,[1] Employed       1,0,0,50,32592,2754,1,0,13,11.5
167402,2010,[1] Employed       1,0,0,51,31992,2182,1,0,13,11.5
167402,2011,[1] Employed       1,0,0,52,29196,2182,1,0,13,11.5
167402,2012,[1] Employed       1,0,0,53,45460,2494,1,0,13,11.5
169903,2008,[1] Employed       1,0,1,45,46298,2078,1,0,11.5,11.5
169903,2009,[1] Employed       1,0,1,46,36066,1819,1,0,11.5,11.5
169903,2010,[1] Employed       1,0,1,47,42489,1942,1,0,11.5,11.5
169903,2011,[1] Employed       1,0,0,48,43641,1061,1,0,11.5,11.5
169903,2012,[1] Employed       1,0,0,49,37631,1974,1,0,11.5,11.5
171802,2008,[1] Employed       1,0,0,49,56688,2026,1,0,10.5,16
171802,2009,[1] Employed       1,0,0,50,76428,2234,1,0,10.5,16
171802,2010,[1] Employed       1,0,0,51,88605,2078,1,0,10.5,16
171802,2011,[1] Employed       1,0,0,52,78572,2078,1,0,10.5,16
171802,2012,[1] Employed       1,0,0,53,63422,2338,1,0,10.5,16
173503,2008,[0] Not Employed   0,1,0,37,54389,2078,1,0,14.5,18
173503,2009,[1] Employed       1,1,1,38,55748,2598,1,0,14.5,18
173503,2010,[1] Employed       1,1,1,39,56832,2078,1,0,14.5,18
173503,2011,[1] Employed       1,1,1,40,52700,2598,1,0,14.5,18
173503,2012,[1] Employed       1,0,2,41,59600,2598,1,0,14.5,18
174503,2008,[0] Not Employed   0,1,0,29,33324,2026,1,0,12,10.5
174503,2009,[1] Employed       1,1,0,30,35449,1974,1,0,12,10.5
174503,2010,[1] Employed       1,1,0,31,33124,2182,1,0,12,10.5
174503,2011,[1] Employed       1,1,1,32,33524,2026,1,0,12,10.5
174503,2012,[1] Employed       1,1,1,33,28024,1974,1,0,12,10.5
174504,2008,[1] Employed       1,0,0,27,20225,2234,1,0,15,10.5
174504,2009,[1] Employed       1,0,0,28,20344,2442,1,0,15,10.5
174504,2010,[1] Employed       1,0,0,29,23426,2598,1,0,15,10.5
174504,2011,[1] Employed       1,0,0,30,22235,3118,1,0,15,10.5
174504,2012,[0] Not Employed   0,1,0,31,24600,2338,1,0,15,10.5
175003,2008,[1] Employed       1,0,2,43,48866,2390,1,0,15,16
175003,2009,[1] Employed       1,0,2,44,45566,2598,1,0,15,16
175003,2010,[1] Employed       1,0,2,45,46567,2494,1,0,15,16
175003,2011,[1] Employed       1,0,1,46,47054,2338,1,0,15,16
175003,2012,[1] Employed       1,0,1,47,62533,2130,1,0,15,16
177203,2008,[0] Not Employed   0,1,0,40,48313,2078,1,0,12,13.5
177203,2009,[0] Not Employed   0,1,1,41,55813,2078,1,0,12,13.5
177203,2010,[1] Employed       1,1,1,42,59620,2078,1,0,12,13.5
177203,2011,[1] Employed       1,1,1,43,77095,2078,1,0,12,13.5
177203,2012,[1] Employed       1,1,1,44,69370,2078,1,0,12,13.5
180502,2008,[1] Employed       1,0,2,50,58256,2598,1,0,14.5,18
180502,2009,[1] Employed       1,0,2,51,87656,2598,1,0,14.5,18
180502,2010,[1] Employed       1,0,2,52,89756,2598,1,0,14.5,18
180502,2011,[1] Employed       1,0,2,53,91878,2598,1,0,14.5,18
180502,2012,[1] Employed       1,0,1,54,130056,2598,1,0,14.5,18
182801,2008,[0] Not Employed   0,0,0,49,52015,1974,1,0,12,10.5
182801,2009,[0] Not Employed   0,0,0,50,45625,1819,1,0,12,10.5
182801,2010,[0] Not Employed   0,0,0,51,48470,1155,1,0,12,10.5
182801,2011,[0] Not Employed   0,0,0,52,25945,0,0,0,12,10.5
182801,2012,[0] Not Employed   0,0,0,53,11933,573,1,0,12,10.5
183603,2008,[1] Employed       1,0,0,43,43896,2078,1,0,11.5,12
183603,2009,[1] Employed       1,0,0,44,53496,2130,1,0,11.5,12
183603,2010,[1] Employed       1,0,0,45,49131,2182,1,0,11.5,12
183603,2011,[1] Employed       1,0,0,46,62096,2494,1,0,11.5,12
183603,2012,[1] Employed       1,0,0,47,71396,2338,1,0,11.5,12
184204,2008,[0] Not Employed   0,0,1,34,26733,2338,1,0,9,10.5
184204,2009,[1] Employed       1,0,1,35,36400,2598,1,0,9,10.5
184204,2010,[1] Employed       1,0,1,36,36532,2871,1,0,9,10.5
184204,2011,[1] Employed       1,0,1,37,36033,3302,1,0,9,10.5
184204,2012,[1] Employed       1,0,1,38,30113,3271,1,0,9,10.5
186703,2008,[1] Employed       1,0,0,45,50207,2130,1,0,12,15
186703,2009,[1] Employed       1,0,0,46,49568,2130,1,0,12,15
186703,2010,[1] Employed       1,0,0,47,48148,2130,1,0,12,15
186703,2011,[1] Employed       1,0,0,48,55185,2130,1,0,12,15
186703,2012,[1] Employed       1,0,0,49,53085,2078,1,0,12,15
187302,2008,[0] Not Employed   0,0,1,47,33847,2026,1,0,10,9
187302,2009,[0] Not Employed   0,0,1,48,30402,2078,1,0,10,9
187302,2010,[0] Not Employed   0,0,1,49,37905,2026,1,0,10,9
187302,2011,[0] Not Employed   0,0,0,50,37737,2078,1,0,10,9
187302,2012,[0] Not Employed   0,0,0,51,37994,2130,1,0,10,9
187704,2008,[1] Employed       1,0,0,34,21114,2078,1,0,15,11.5
187704,2009,[1] Employed       1,1,0,35,22849,2078,1,0,15,11.5
187704,2010,[1] Employed       1,1,0,36,24068,2078,1,0,15,11.5
187704,2011,[0] Not Employed   0,1,0,37,28179,2078,1,0,15,11.5
